author,seed_doi,seed_title,seed_short_title,n_seed_dois_cited_by_author,n_citing_works_by_author
Stefan Lewellen,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Stefan Schaltegger,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
Stefan Schubert,10.1016/j.cognition.2021.104941,Population ethical intuitions,Population ethical intuitions,1,1
Stefanie Hoehl,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Stefano Cosma,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Stefano Giglio,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Steffen Farny,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
Stephan Küster,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Stephanie Wang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Stephen Norman,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Stephen O’Neill,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Stephen P. Luby,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Stephen Roper,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Steven Bond‐Smith,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Steven Ongena,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Steven Tadelis,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Steven Wooding,10.3386/w31409,Choose Your Moments: Peer Review and Scientific Risk Taking,Choose Your Moments,1,1
Stuart Feldman,10.3386/w31409,Choose Your Moments: Peer Review and Scientific Risk Taking,Choose Your Moments,1,1
Stuart L. Pimm,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Stéphanie Khoury,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Su-Mei Gan,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Suad Altaei,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sudarshan RSA,10.1257/aeri.20230431,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Money (Not) to Burn,1,1
Sue A. Kaplan,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Sugandha Srivastav,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Sukrit Pal,10.1287/mnsc.2023.4846,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,The Governance of Nonprofits and Their Social Impact,1,1
Sumana Chaudhuri,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sumi Mehta,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Sumit Agarwal,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Sung Jun Jo,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sung‐Eun Cho,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Supreet Kaur,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Suresh Dalpath,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Suresh Naidu,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,1,1
Suryanto Suryanto,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Susan G. W. Laurance,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
Susan Martin,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Susana Cipriano Dias Raffaelli,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Susann Fiedler,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Sutinee Sinutok,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Suzanne Oosterwijk,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Suárez Carolina,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Sven Hartlieb,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Sven Wunder,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Svetlana V. Lobova,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Svitlana Bilan,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sydney Costantini,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Syed Habib Ullah Shah,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Syedah Aroob Iqbal,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,1,1
Sónia Sofia Lopes Pereira,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sönke Ehret,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sören Mindermann,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
T. R. Shankar Raman,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
T.J. Wong,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Tabaré Capitán,10.3386/w30624,Legalizing Entrepreneurship,Legalizing Entrepreneurship,1,1
Tae‐Kyun Kim,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Taiga Kunishima,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,1
Taisuke Imai,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Talal Fawzi Alruwaili,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Talib E. Butt,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,1,1
Tamar Jankhoteli,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Tamkinat Rauf,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Tamma Carleton,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,1,1
Tania Barham,10.3386/w31162,Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,Intergenerational Child Mortality Impacts of Deworming,1,1
Tania M. Lincoln,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Tanisha Mittal,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Tanveer Ahmed,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Tao Hong,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Tao Tao,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Tao Ye,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Taoyuan Wei,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Tara N. Mather,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,1,1
Tara van Viegen,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Tarek R. Besold,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Tarun Sharma,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Tasneem H. Alshareef,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Taylor Corcoran,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Tegan Maharaj,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Teng Ye,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Teng Zhong,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Teo Sušnjak,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Teresa Molina,10.3386/w31162,Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,Intergenerational Child Mortality Impacts of Deworming,1,1
Thanh Thuy Le,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Themistoklis Tzimas,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Theodoros Zachariadis,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Theodoros Ν. Sergentanis,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Theresa Kuchler,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Thomas Bossuroy,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Thomas Dirkmaat,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Thomas Franke,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Thomas J. Bollyky,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Thomas Johnston,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Thomas Kubiak,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Thomas Lundhede,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Thomas Pfeiffer,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Thomas R. Berry‐Stölzle,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Thomas Sterner,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
