research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,journal_predict,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,3,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",674,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,open_sci,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,45,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",675,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,merits_journal,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,3,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",676,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,overall,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,62,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",677,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,adv_knowledge,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,90,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",678,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,methods,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,80,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",679,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,logic_comms,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,85,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",680,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,real_world,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,100,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",681,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,gp_relevance,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,100,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",682,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,journal_predict,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,4,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",683,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,open_sci,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,80,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",684,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,merits_journal,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,5,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",685,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,overall,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,85,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",686,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,overall,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,85,70,95,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,6/25/2024 8:51:03 AM",687,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,overall,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,86,76,96,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/2/2024 10:55:58 AM",688,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,adv_knowledge,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,50,45,55,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:47:37 AM",689,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,methods,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,75,66,84,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:47:41 AM",690,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,logic_comms,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,70,66,74,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:47:42 AM",691,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,open_sci,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,97,93,100,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:54:56 AM",692,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,real_world,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,24,17,32,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:55:09 AM",693,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,gp_relevance,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,10,1,20,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:55:36 AM",694,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,merits_journal,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,3.7,3.3,4.1,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:56:03 AM",695,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,journal_predict,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 2 1,true,4.4,4,4.9,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:56:17 AM",696,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,journal_predict,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,4,3.5,4.2,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/2/2024 10:55:55 AM",697,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,merits_journal,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,4,4,5.0,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/2/2024 10:57:18 AM",698,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,adv_knowledge,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,15,10,20,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:38:55 AM",699,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,methods,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,80,50,90,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:39:28 AM",700,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,logic_comms,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,85,75,90,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:39:58 AM",701,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,open_sci,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:40:15 AM",702,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,real_world,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,15,10,20,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:44:28 AM",703,NA,NA,NA,NA,NA,NA
When do “Nudges” Increase Welfare?,gp_relevance,Conditionally accepted,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,15,10,20,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:44:48 AM",704,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,75,33,92,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:34:35 PM,705,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,methods,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,60,20,80,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:35:31 PM,706,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,75,33,92,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:36:04 PM,707,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,75,33,92,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:36:22 PM,708,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,75,33,92,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:00 PM,709,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,75,33,92,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:00 PM,710,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,overall,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Joshua Tasoff,false,90,75,96,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:27 PM,711,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,85,80,90,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,712,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,methods,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,85,80,90,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,713,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,85,80,90,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,714,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,50,50,50,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,715,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,90,85,95,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,716,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,100,100,100,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,717,NA,NA,NA,NA,NA,NA
Willful Ignorance and Moral Behavior,overall,Working paper/mimeo; not published in a peer-reviewed journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,88,83,93,NA,NA,NA,NA,NA,Attitudes & behaviors,WP,2024-08-07,9/24/2024 3:37:52 PM,718,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,methods,Revise and resubmit,Economic development & governance (LMICs),Evaluator 1,true,21,10,33,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:08:01 PM",719,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,logic_comms,Revise and resubmit,Economic development & governance (LMICs),Evaluator 1,true,80,70,90,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:11:35 PM",720,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,open_sci,Revise and resubmit,Economic development & governance (LMICs),Evaluator 1,true,78,70,85,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:11:52 PM",721,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,adv_knowledge,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,25,15,35,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:15:44 PM",722,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,methods,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,25,15,35,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:16:36 PM",723,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,logic_comms,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,70,60,79,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:16:40 PM",724,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,open_sci,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:16:40 PM",725,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,real_world,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,50,40,60,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:17:49 PM",726,NA,NA,NA,NA,NA,NA
Zero-Sum Thinking,the Evolution of Effort-Suppressing Beliefs,and Economic Development,gp_relevance,Revise and resubmit,Economic development & governance (LMICs),Evaluator 2,true,50,40,60,NA,NA,NA,NA,NA,Attitudes & behaviors,"WP,2024-09-12,9/24/2024 3:17:49 PM",727,NA,NA,NA,NA,NA,NA
