author,n_seed_dois_cited,n_citing_works,seed_dois,seed_short_titles,seed_titles_full
Wen Liu,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Wencong Lu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Wendi Xiao,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wendy Wong,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Wenguang Zhang,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Wenhao Wu,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Wenhao Yang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wenhua Liu,1,1,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets
Wenjie Luo,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Wenqi Duan,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Wenshi Wei,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wentao Zhang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wenyuan Hua,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Wesley Greenblatt,1,1,10.3386/w31409,Choose Your Moments,Choose Your Moments: Peer Review and Scientific Risk Taking
Wesley Yin,1,1,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US
Wil de Jong,1,1,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions
William Copeland,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
William F. Maloney,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
William Mbanyele,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
William Parienté,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Wills Daniel,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Wilmer Marín,1,1,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions
Winfried Rief,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Winnie Mughogho,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Witold Więcek,1,1,10.3386/w26775,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Wolf Fïchtner,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Wolfram Schlenker,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Wonjoon Kim,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Woraphon Yamaka,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wu Zhong,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Wyatt Brooks,1,1,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets
X. Liu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xi Chen,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xi Lin,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xi Yang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xia Lei,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xianghua Wu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiangjing Chen,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Xiangjun Zhou,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiangyang Yang,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiao Li Zhao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaofeng Zhao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaohu Luo,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaohua Wang,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Xiaohua Yang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiaojun Wu,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiaolong Xue,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiaolu Zhao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaomeng Zhao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaomeng Zhou,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaoming Bai,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiaoping Wu HKU,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaosheng Qin,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiaoxi Wang,1,1,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change
Xiaoxue Zhao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xichen Lyu,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xilang Shen,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xin Hu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xin Li,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xin Liu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xing Zhao,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xinghua Wang,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Xinglin Li,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Xinxin Wang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xinyue Fan,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xinzheng Shi,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xiulian Chen,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiuwu Zhang,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xiuying Xin,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Xiuzhen Li,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xu Chen,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xu Zhang,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Xuan Ye,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xudong Ren,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xue Lan,1,1,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion
Xue Ru,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xuesen Cheng,1,1,10.48550/arxiv.2107.06476,Adaptability and the Pivot Penalty in Science,Adaptability and the Pivot Penalty in Science
Xueyin Song,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xueyuan Gao,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Xunyi Jiang,1,1,10.48550/arxiv.2107.06476,Adaptability and the Pivot Penalty in Science,Adaptability and the Pivot Penalty in Science
Xunyong Xiang,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Xuran Zeng,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Y Ishida,1,1,10.3386/w31208,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries
Y. Jaya Krishna,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Y. V. Pavan Kumar,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Y. Wan,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Ya Tan,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Ya-Qin Zhang,1,1,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion
