author,seed_short_titles,seed_titles_full,unjournal_evals,n_seed_dois_cited_by_author,n_citing_works_by_author
Raphaela Roeder,Biodiversity Risk,Biodiversity Risk,,1,1
Ravi Gurumurthy,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Ravindra Agrawal,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",,1,1
Raymond Kluender,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Raúl Duarte,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Rebecca Brough,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Rebecca Miller,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Rebekah J. Walker,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Rei Goto,Intergenerational Child Mortality Impacts of Deworming,Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey,,1,1
Renato Crouzeilles,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Rene Marlon Panti,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Ricardo Rodríguez,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Richard B. Freeman,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Richard Berner,Biodiversity Risk,Biodiversity Risk,,1,1
Richard Grieve,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Richard J. Sexton,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Richard Mihigo,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Richard Moulange,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Richard Noske,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,,1,1
Richard Rogerson,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,,1,1
Richard S.J. Tol,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Rick van der Ploeg,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Rients Galema,Biodiversity Risk,Biodiversity Risk,,1,1
Rima-Maria Rahal,Information Avoidance and Moral Behavior,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,,1,1
Rino Rappuoli,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Rob Bailis,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Robayo Adriana,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Robert Elliott,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Robert F. Engle,Biodiversity Risk,Biodiversity Risk,,1,1
Robert Koopman,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Robert M. Townsend,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,,1,1
Robert Metcalfe,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,,1,1
Robert Townsend,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,,1,1
Robert Wilson,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Roberto Cantoni,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Roberto Tinoco,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Robin Nusslock,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",,1,1
Robin Schimmelpfennig,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Robizon Tsiklauri,The Effect of Lead Exposure on Children’s Learning in the…,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,,1,1
Rodolphe Durand,The Governance of Nonprofits and Their Social Impact,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,,1,1
Rodrigo Riera,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Rodrigo Sanchez Sienra,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,,1,1
Roee Levy,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,,1,1
Roham Rezaei,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,,1,1
Roland Seifert,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Romain Boulongne,The Governance of Nonprofits and Their Social Impact,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,,1,1
Rong Yu,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Roni Michaely,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Rosella Levaggi,Pharmaceutical Pricing and R&amp;D as a Global Public Good,Pharmaceutical Pricing and R&amp;D as a Global Public Good,,1,1
Roshan Sutar,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Ruijia Yang,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Run Zhu,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Rusli Mahadi,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Russ Burnett,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Russell Smyth,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Ryan Cory-Wright,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Ryunosuke Goto,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Rıza Demirer,Biodiversity Risk,Biodiversity Risk,,1,1
S. Farooq,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
S. Nageeb Ali,"Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic…","Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic Development",,1,1
S. V. Subramanian,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
S.S. Khanna,Money (Not) to Burn,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,,1,1
Saad Alghamdi,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Sabriya L. Linton,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Sadaf Sadat Rafati,The Effect of Lead Exposure on Children’s Learning in the…,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,,1,1
Saeid Ashraf Vaghefi,Biodiversity Risk,Biodiversity Risk,,1,1
Sai Pramod Bathena,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Salauddin Tauseef,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Salman Arif,Biodiversity Risk,Biodiversity Risk,,1,1
Samantha Lily Kumar,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Samuel Adomako,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Samuel B. Schlesinger,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Samuel Fankhauser,Biodiversity Risk,Biodiversity Risk,,1,1
Samuel Kembou Nzalé,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Samuel Lormel,Urban Forests,Urban Forests: Environmental Health Values and Risks,,1,1
Samuel Marshall,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,,1,1
Samuel Norris,Cash Transfers for Child Development,Cash Transfers for Child Development: Experimental Evidence from India,,1,1
Samuel Schoeb,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Samuel Schöb,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Sanchayan Banerjee,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Sandip Agarwal,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Sandip Sukhtankar,Cash Transfers for Child Development,Cash Transfers for Child Development: Experimental Evidence from India,,1,1
Sandra Dow,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Sandra Lavorel,Urban Forests,Urban Forests: Environmental Health Values and Risks,,1,1
Sandrine Péneau,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Sanem Ozen,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Sanjeeb Dash,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Sanjida Khan,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Santanu Kundu,Biodiversity Risk,Biodiversity Risk,,1,1
Sanya Carley,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Sara Constantino,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Sarah E. Anderson,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Sarah E. Bolton,The animal welfare cost of meat,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,,1,1
Sarah Eichmeyer,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,,1,1
Sarah Gillespie,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Sarah Gultom,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,,1,1
