research,criteria,publication_status,main_cause_cat,evaluator,Anonymous,middle_rating,lower_CI,upper_CI,confidence_level,checked_against_source,notes on check against source,evaluator_comment,eval_weight (not used yet),cause areas,Journal publication title,publication_date_unjournal,row_created_date
Urban Forests: Environmental Health Values and Risks,logic_comms,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,92,87,95,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,open_sci,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,88,84,92,,,,"My rating here is based on the data and its use, not the study’s experimental design in the field, which (like many experiments) likely has many nuances in implementation.",,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,real_world,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,88,80,92,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,gp_relevance,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,88,80,92,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,merits_journal,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,4.5,4.3,4.7,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,journal_predict,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,4.4,4.2,4.6,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,80,70,90,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:28:41 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,40,60,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:09 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,30,70,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:17 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,35,20,50,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:17 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,20,0,40,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,45,30,60,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,2.5,2,3.0,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,3.5,2,5.0,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,40,60,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:27 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,65,45,85,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,75,65,85,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,95,90,100,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,90,80,100,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,50,25,75,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,90,85,95,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3.7,3.2,4.2,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3.7,3.2,4.7,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,85,75,95,,,,,,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,adv_knowledge,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,methods,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,logic_comms,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,70,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,real_world,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,gp_relevance,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,70,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,journal_predict,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,3,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,open_sci,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,45,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,merits_journal,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,3,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,overall,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anonymous_14,true,62,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,adv_knowledge,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,90,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,methods,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,80,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,logic_comms,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,85,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,real_world,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,100,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,gp_relevance,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,100,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,journal_predict,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,4,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,open_sci,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,80,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,merits_journal,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,5,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,overall,"Published, ~top journal",Global health; “Health & well-being in low-income countries”,Anirugh Tagat,false,85,,,,false,,,,Global health (LMICs),The Economic Journal,2023-08-25,6/7/2024 4:40:59 PM
When do “Nudges” Increase Welfare?,overall,Conditionally accepted,"Other: Economics/welfare, growth, policy, global markets and population",Anon. evaluator 1,true,85,70,95,,false,,,,Other Economics/Welfare/Growth,American Economic Review,2024-05-15,6/25/2024 8:51:03 AM
When do “Nudges” Increase Welfare?,overall,Conditionally accepted,"Other: Economics/welfare, growth, policy, global markets and population",Anon. evaluator 2 1,true,86,76,96,,false,,,,Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/2/2024 10:55:58 AM
When do “Nudges” Increase Welfare?,adv_knowledge,Conditionally accepted,"Other: Economics/welfare, growth, policy, global markets and population",Anon. evaluator 2 1,true,50,45,55,,,,,,Other Economics/Welfare/Growth,American Economic Review,2024-05-15,7/9/2024 9:47:37 AM
